id,parent_id,text,label,target_group,implied_statement,category,model
101_cf,101,I love how they always add diversity to our quiet neighborhood.,not_hate,Immigrants,The post expresses appreciation for the addition of diversity in a quiet neighborhood.,counterfactual_of_seed,mistralai/Mistral-7B-Instruct-v0.2
102,root,Why do they always end up in charge? It's like a natural disaster every time.,implicit_hate,Women in Power,"Women are inherently incompetent, emotional, and destructive when placed in leadership roles.",seed_original,human_gold
102.1,102,"""Why can't we trust women with important decisions? Every time I see one at the helm, chaos ensues."" #WomenInPower #NaturalDisaster",implicit_hate,Women in Power,"The new post implies that women lack competence and cause disorder when leading, as suggested by the original logic.",generated_hate,mistralai/Mistral-7B-Instruct-v0.2
102.1_cf,102.1,"Every time I see someone at the helm, order is maintained. #PeopleInPower #NaturalDisaster",not_hate,Women in Power,The post expresses appreciation for those who maintain order during natural disasters.,counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
102.2,102,"""It's just a matter of time before she cracks under pressure. Women aren't meant to lead."" #IncompetentFemales #LeadershipFailure",implicit_hate,Women in Power,The new post implies that women lack the ability to handle stress effectively and are therefore unsuitable for leadership positions.,generated_hate,mistralai/Mistral-7B-Instruct-v0.2
102.2_cf,102.2,"""Women are strong leaders under pressure.""",not_hate,Women in Power,The post acknowledges women's ability to lead effectively under challenging circumstances.,counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
102.3,102,"""Emotions have no place in business. That's why we need more men in charge and fewer emotional women."" #GenderBiasAtWork",implicit_hate,Women in Power,"The new post implies that only rational, emotionless individuals should hold leadership positions.",generated_hate,mistralai/Mistral-7B-Instruct-v0.2
102.3_cf,102.3,"""Emotions have no place in business. That's why we need more balanced leadership and fewer emotionally charged individuals.""",not_hate,Women in Power,"The post advocates for balanced leadership and less emotional volatility in the workplace, which is a common goal for promoting productivity and professionalism.",counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
102.4,102,"""When a woman takes control, everyone seems to forget their responsibilities. I guess that's what happens when you put an amateur in charge."" #AmateurishWomen",implicit_hate,Women in Power,The new post implies that women lack experience or ability when assuming leadership positions.,generated_hate,mistralai/Mistral-7B-Instruct-v0.2
102.4_cf,102.4,"""Everyone seems to forget their responsibilities when someone takes control.""",not_hate,Women in Power,"The post expresses a general observation about human behavior, not targeting any specific group or individual.",counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
102.5,102,"""I don't mean to be sexist, but whenever there's a female leader, things tend to get messy. Can't help but wonder if it's due to their nature."" #UnfitForLeadership",implicit_hate,Women in Power,The new post implies that women are naturally unsuited for leadership positions due to their emotional instability and tendency to create chaos.,generated_hate,mistralai/Mistral-7B-Instruct-v0.2
102.5_cf,102.5,"""Whenever there's a leader, things can get messy. I can't help but wonder about the reasons behind it."" #LeadershipChallenges",not_hate,Women in Power,The post expresses curiosity and reflection on leadership challenges without expressing hate towards leaders or any specific group.,counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
102_cf,102,"It's like a natural disaster every time they take charge, but they mean well.",not_hate,Women in Power,The speaker acknowledges their incompetence while maintaining a positive intent towards those who cause chaos.,counterfactual_of_seed,mistralai/Mistral-7B-Instruct-v0.2
103,root,"Some people just naturally belong in the fields, not in the boardroom.",implicit_hate,African Americans,Black people are intellectually inferior and naturally suited only for manual labor or servitude.,seed_original,human_gold
103.1,103,"1) At family gatherings: ""Cousin Mike's doing great on the farm! He was always better with his hands than those business papers anyway."" #FarmLife #FamilyTies",implicit_hate,African Americans,"The new post implies that Black people are best suited for manual labor, as evidenced by Cousin Mike's success on the farm.",generated_hate,mistralai/Mistral-7B-Instruct-v0.2
103.1_cf,103.1,"Cousin Mike's doing great on the farm! He was always better with his hands than business papers, anyway. #FarmLife #FamilyTies",not_hate,African Americans,The post expresses happiness and support for Cousin Mike's success in farming despite his previous struggles with business papers.,counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
103.2,103,"2) On public transport: ""Seat next to me taken by a gentleman carrying tools - guess he'll be more comfortable fixing bus instead of debating budgets!"" #PublicTransportWoes",implicit_hate,African Americans,"The new post implies that black men are best suited for manual labor, such as fixing buses, rather than engaging in intellectual discussions like budgeting.",generated_hate,mistralai/Mistral-7B-Instruct-v0.2
103.2_cf,103.2,The gentleman seemed more at ease with his tools nearby.,not_hate,African Americans,"The post describes a man feeling comfortable with his belongings, conveying a neutral and benign sentiment.",counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
103.3,103,"3) In online forums: ""Did you know African students excel most often in vocational classes? They simply have a God-given talent for it."" #EducationMatters",implicit_hate,African Americans,"The new post implies that African individuals are best suited for vocational education due to their inherent abilities, echoing the original logic's belief in racial intellectual inferiority.",generated_hate,mistralai/Mistral-7B-Instruct-v0.2
103.3_cf,103.3,"African students perform exceptionally well in vocational classes, showcasing their natural aptitude.",not_hate,African Americans,"The post highlights African students' exceptional performance in vocational classes, emphasizing their natural abilities.",counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
103.4,103,"4) In the workplace: ""Team member John has a knack for physical labor tasks...maybe that's where he truly shines!"" #OfficeLife #WorkplaceDiversity",implicit_hate,African Americans,"The new post implies that John is best suited for manual labor based on his natural abilities, potentially reinforcing stereotypes about Black people being naturally suited for such work.",generated_hate,mistralai/Mistral-7B-Instruct-v0.2
103.4_cf,103.4,"""Team member John excels at physical labor tasks...perhaps that's where he truly thrives!""",not_hate,African Americans,"The post acknowledges and appreciates John's skills in physical labor, implying a positive assessment of his contributions to the team.",counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
103.5,103,"5) During politics debate: ""Why argue policies when we can build things together? That's what our community needs!"" #CommunityBuilding #Politics",implicit_hate,African Americans,"The new post promotes unity through collaboration, downplaying the importance of intellectual debates in favor of practical action within the community.",generated_hate,mistralai/Mistral-7B-Instruct-v0.2
103.5_cf,103.5,"During politics debate: ""Why argue policies when we can build things together? That's what our community needs!"" #CommunityBuilding #PositivePolitics",not_hate,African Americans,"The post promotes a message of unity and collaboration through community building, rather than focusing on negative aspects of politics.",counterfactual_of_generated,mistralai/Mistral-7B-Instruct-v0.2
103_cf,103,"Some people just naturally belong in the fields, not in the office.",not_hate,African Americans,"The post expresses a preference for working outdoors over indoor office jobs, without making any derogatory comments about individuals who work indoors.",counterfactual_of_seed,mistralai/Mistral-7B-Instruct-v0.2
